Issue ID,Request,labels
IPC601023,The visual hierarchy on homepage should use more consistent iconography.,1
IPC601024,Please update to reflect our new tone the About section intro — SEO team suggested including 'digital strategy'.,1
IPC601025,The Google Maps embed displays wrong font fallback.,0
IPC601026,"Please add a animated explainer about product flow, based on sales team input.",1
IPC601027,Please revise the main navigation labels — it currently duplicates info from another section.,0
IPC601028,Please make more actionable the Testimonials section intro — align this with what we say in the sales deck.,1
IPC601029,Please replace jargon in the About section intro — it currently duplicates info from another section.,0
IPC60103,The design consistency across subpages doesn’t feel premium enough for our brand.,0
IPC601030,Please revise the newsletter signup copy — we're pivoting tone to be more conversational.,1
IPC601031,Please change wording in the CTA button label — use simpler language for broader understanding.,1
IPC601032,"We'd like to change the testimonial image alignment, to improve consistency with email templates.",1
IPC601033,Please make more actionable the blog post summaries — let's test a variation with a stronger call-to-action.,2
IPC601034,Please rewrite for clarity the feature highlights under 'Why Choose Us' — the current version feels too generic.,0
IPC601035,The visual hierarchy on homepage looks outdated compared to competitors.,0
IPC601036,Please align better with our brand voice in the newsletter signup copy — mobile users are dropping off early on this section.,1
IPC601037,"Please revise the Testimonials section intro — let's remove the term 'innovative', it's overused.",0
IPC601038,"We'd like to change the imagery used in the About Us section, as discussed in the latest alignment call.",1
IPC601039,The spacing in the FAQ module [301] doesn't clearly highlight key messages.,0
IPC60104,Please change wording in the ‘Contact Us’ headline — align this with what we say in the sales deck.,1
IPC601040,"Please add a page-level feedback option, after usability testing feedback.",1
IPC601041,"Please add a AI-powered search functionality, in response to user research.",1
IPC601042,Can we have different page themes depending on user location? (ref 3953),1
IPC601043,Please align better with our brand voice in the Services overview paragraph — it currently duplicates info from another section.,1
IPC601044,The design of the call-to-action strip [513] fails to direct the user’s attention properly.,0
IPC601045,"Please simplify the Careers page intro — let's remove the term 'innovative', it's overused.",0
IPC601046,Please remove buzzwords from the About section intro — align this with what we say in the sales deck.,1
IPC601047,Please revise the newsletter signup copy — current phrasing doesn't perform well in tests.,0
IPC601048,"Please change wording in the footer legal copy — let's remove the term 'innovative', it's overused.",0
IPC601049,Please update to reflect our new tone the footer legal copy — aim for clarity over cleverness.,1
IPC60105,Please revise the Services overview paragraph — mobile users are dropping off early on this section.,0
IPC601050,The structure of content in modals [850] doesn't reflect our updated brand values.,0
IPC601051,Please update to reflect our new tone the tagline in the hero section — we want it to sound more personal and direct.,2
IPC601052,Please revise the Testimonials section intro — SEO team suggested including 'digital strategy'.,1
IPC601053,The social media share icons overlaps with content when resized.,1
IPC601054,Please change wording in the main navigation labels — we're pivoting tone to be more conversational.,1
IPC601055,The presentation of numbers/statistics [827] creates cognitive overload.,0
IPC601056,The spacing around section titles feels too heavy visually.,0
IPC601057,The accessibility of font choices overemphasizes less important elements.,0
IPC601058,"Please change wording in the form confirmation message — let's remove the term 'innovative', it's overused.",0
IPC601059,"Please enhance the engagement of the newsletter signup copy — let's remove the term 'innovative', it's overused.",1
IPC60106,"We'd like to change the font used in the main navigation, although we approved this layout before.",1
IPC601060,The spacing in the FAQ module looks outdated compared to competitors.,0
IPC601061,The visual hierarchy on homepage has poor contrast ratios.,0
IPC601062,The style of secondary buttons [556] lacks visual appeal.,0
IPC601063,"We'd like to change the background image on the hero banner, even though it was previously approved.",1
IPC601064,Please remove buzzwords from the SEO meta description — we want it to sound more personal and direct.,1
IPC601065,We want to allow PDF download of every page on the site.,1
IPC601066,"We'd like to change the label of the primary CTA, even if the old version was signed off.",1
IPC601067,"We'd like to change the hover behavior of the CTA buttons, as requested by new leadership.",1
IPC601068,Please update to reflect our new tone the SEO meta description — we're pivoting tone to be more conversational.,1
IPC601069,Please update to reflect our new tone the tagline in the hero section — align this with what we say in the sales deck.,1
IPC60107,The cookie consent modal does not respect system dark mode.,0
IPC601070,Please emphasize benefits over features the value proposition in the banner — SEO team suggested including 'digital strategy'.,2
IPC601071,Can we switch all body fonts to Comic Sans for internal testing? (ref 4672),1
IPC601072,"Please add a AI-powered search functionality, as part of enterprise client requirements.",1
IPC601073,"We'd like to change the structure of the Resources section, as it no longer matches our tone.",0
IPC601074,Please highlight user value in the homepage hero title — use simpler language for broader understanding.,2
IPC601075,"Please revise the blog post summaries — let's remove the term 'innovative', it's overused.",0
IPC601076,"We'd like to change the design of the newsletter popup, since we've received new internal feedback.",1
IPC601077,Please align better with our brand voice in the form confirmation message — the current version feels too generic.,0
IPC601078,Please refocus the message in the feature highlights under 'Why Choose Us' — aim for clarity over cleverness.,1
IPC601079,The logo size [79] doesn’t respect the established grid system.,0
IPC60108,Please change wording in the main navigation labels — aim for clarity over cleverness.,1
IPC601080,The image usage on About page needs more breathing room.,1
IPC601081,"Please add a GDPR compliance banner update, to enhance engagement in key pages.",2
IPC601082,"Please remove buzzwords from the value proposition in the banner — let's remove the term 'innovative', it's overused.",0
IPC601083,Please change wording in the Services overview paragraph — aim for clarity over cleverness.,1
IPC601084,The spacing around section titles [647] isn't engaging enough visually.,0
IPC601085,The treatment of brand imagery creates confusion for users.,0
IPC601086,The color usage in the footer [714] looks outdated compared to competitors.,0
IPC601087,"We'd like to change the icons used in the value proposition list, because our marketing direction has shifted slightly.",1
IPC601088,Let’s show different site versions based on the user’s role. (ref 9835),1
IPC601089,We want to allow PDF download of every page on the site. (ref 7663),1
IPC60109,"We'd like to change the structure of the Resources section, because our marketing direction has shifted slightly.",1
IPC601090,Please simplify the About section intro — use simpler language for broader understanding.,1
IPC601091,Please update to reflect our new tone the footer legal copy — mobile users are dropping off early on this section.,1
IPC601092,Please replace jargon in the feature highlights under 'Why Choose Us' — use simpler language for broader understanding.,1
IPC601093,Please make more actionable the SEO meta description — aim for clarity over cleverness.,1
IPC601094,Please remove buzzwords from the Services overview paragraph — current phrasing doesn't perform well in tests.,0
IPC601095,The typographic treatment of headers [989] lacks design harmony with the rest of the flow.,0
IPC601096,Please update to reflect our new tone the SEO meta description — consider phrasing that implies urgency.,1
IPC601097,The typography scale makes the page feel too dense.,0
IPC601098,The design of the call-to-action strip [526] needs clearer visual structure.,1
IPC601099,The spacing in the FAQ module [309] creates confusion for users.,0
IPC60201,Please optimize for SEO the SEO meta description — current phrasing doesn't perform well in tests.,0
IPC602010,The icon usage in contact section makes the page feel too dense.,0
IPC6020100,Please change wording in the CTA button label — mobile users are dropping off early on this section.,0
IPC602011,The imagery used in the mission statement lacks design harmony with the rest of the flow.,0
IPC602012,The tooltip styling [783] doesn’t respect the established grid system.,0
IPC602013,The logo size [72] should be redesigned for better readability.,1
IPC602014,The embedded YouTube videos generates console errors in Chrome DevTools.,0
IPC602015,"Please highlight user value in the Services overview paragraph — let's remove the term 'innovative', it's overused.",1
IPC602016,"We'd like to change the imagery used in the About Us section, even if the old version was signed off.",1
IPC602017,The divider lines between sections [946] doesn't reflect our updated brand values.,0
IPC602018,Please rewrite for clarity the About section intro — current phrasing doesn't perform well in tests.,0
IPC602019,Please replace jargon in the feature highlights under 'Why Choose Us' — the current version feels too generic.,0
IPC60202,The structure of content in modals creates confusion for users.,0
IPC602020,The typography scale [54] detracts from the core messaging.,0
IPC602021,Please highlight user value in the feature highlights under 'Why Choose Us' — use simpler language for broader understanding.,2
IPC602022,Please refocus the message in the SEO meta description — let's test a variation with a stronger call-to-action.,1
IPC602023,The contrast levels in the hero section [334] needs clearer visual structure.,1
IPC602024,Please change wording in the value proposition in the banner — align this with what we say in the sales deck.,1
IPC602025,"We'd like to change the background image on the hero banner, to reduce friction at key touchpoints.",1
IPC602026,The mobile navigation menu stops functioning after the second interaction.,0
IPC602027,The treatment of brand imagery [700] doesn’t feel premium enough for our brand.,0
IPC602028,The presentation of numbers/statistics undermines trust due to visual inconsistency.,0
IPC602029,Please align better with our brand voice in the footer legal copy — we want it to sound more personal and direct.,2
IPC60203,The dropdown appearance should use more consistent iconography.,1
IPC602030,Please simplify the Careers page intro — consider phrasing that implies urgency.,1
IPC602031,The illustration on the homepage should be redesigned for better readability.,1
IPC602032,"Please add a case study filter by sector, to enhance engagement in key pages.",1
IPC602033,Please highlight user value in the CTA button label — it should mention our core differentiator earlier.,1
IPC602034,"We'd like to change the layout of the Services page, in light of the new campaign assets.",1
IPC602035,"Please add a web accessibility toolbar, in response to user research.",1
IPC602036,The presentation of numbers/statistics [818] doesn't reflect our updated brand values.,0
IPC602037,Please update to reflect our new tone the main navigation labels — consider phrasing that implies urgency.,1
IPC602038,The typographic treatment of headers [991] doesn’t pass accessibility color tests.,0
IPC602039,"We'd like to change the visual arrangement of the contact form, based on the latest wireframes.",1
IPC60204,Please revise the homepage hero title — the current version feels too generic.,0
IPC602040,The divider lines between sections doesn’t feel premium enough for our brand.,0
IPC602041,Please emphasize benefits over features the newsletter signup copy — we want it to sound more personal and direct.,2
IPC602042,Please rewrite for clarity the form confirmation message — aim for clarity over cleverness.,1
IPC602043,"We'd like to change the icons used in the value proposition list, based on the latest wireframes.",1
IPC602044,The color usage in the footer doesn't align with our brand guidelines.,0
IPC602045,Please revise the form confirmation message — aim for clarity over cleverness.,1
IPC602046,The structure of content in modals lacks visual appeal.,0
IPC602047,Please highlight user value in the blog post summaries — SEO team suggested including 'digital strategy'.,2
IPC602048,"We'd like to change the mobile header layout, because the flow now feels disjointed.",1
IPC602049,The button hierarchy [138] looks outdated compared to competitors.,0
IPC60205,"We'd like to change the design of the newsletter popup, to make it more intuitive for new users.",2
IPC602050,The design of the lead capture form [279] makes the user journey feel fragmented.,1
IPC602051,Please align better with our brand voice in the CTA button label — aim for clarity over cleverness.,2
IPC602052,Please enhance the engagement of the tagline in the hero section — aim for clarity over cleverness.,2
IPC602053,Please make shorter for mobile the homepage hero title — we're pivoting tone to be more conversational.,1
IPC602054,Please make more actionable the form confirmation message — it currently duplicates info from another section.,0
IPC602055,The image usage on About page lacks design harmony with the rest of the flow.,0
IPC602056,The spacing in the FAQ module lacks design harmony with the rest of the flow.,0
IPC602057,Please refocus the message in the newsletter signup copy — align this with what we say in the sales deck.,1
IPC602058,Please implement user-generated content with full moderation tools. (ref 5326),1
IPC602059,Please make more actionable the Services overview paragraph — mobile users are dropping off early on this section.,0
IPC60206,Replace all button icons with emojis. (ref 9363),1
IPC602060,The design of the lead capture form [286] pushes the main CTA too far down the page.,0
IPC602061,"We'd like to change the animation on page scroll, to improve visual storytelling.",1
IPC602062,Please align better with our brand voice in the About section intro — use simpler language for broader understanding.,2
IPC602063,The divider lines between sections [933] should use more consistent iconography.,1
IPC602064,The design of the loading animation needs clearer visual structure.,1
IPC602065,We want to allow PDF download of every page on the site. (ref 7974),1
IPC602066,Please align better with our brand voice in the newsletter signup copy — current phrasing doesn't perform well in tests.,0
IPC602067,Please make more actionable the blog post summaries — SEO team suggested including 'digital strategy'.,2
IPC602068,"We'd like to change the alignment of content blocks, to reduce friction at key touchpoints.",1
IPC602069,The button hierarchy [147] feels generic and unmemorable.,0
IPC60207,Please make shorter for mobile the feature highlights under 'Why Choose Us' — current phrasing doesn't perform well in tests.,0
IPC602070,"We'd like to change the branding of login page, as discussed in the latest alignment call.",1
IPC602071,Please replace jargon in the feature highlights under 'Why Choose Us' — we're pivoting tone to be more conversational.,1
IPC602072,The illustration on the homepage [595] feels generic and unmemorable.,0
IPC602073,The dropdown appearance fails to build enough trust.,0
IPC602074,Please simplify the value proposition in the banner — we're pivoting tone to be more conversational.,1
IPC602075,The divider lines between sections feels disconnected from the rest of the site.,0
IPC602076,The padding on Services section [213] creates confusion for users.,0
IPC602077,The imagery used in the mission statement [454] is not accessible for users with visual impairments.,0
IPC602078,The image carousel arrows is causing performance lag on low-end devices.,0
IPC602079,Please replace jargon in the Careers page intro — it should mention our core differentiator earlier.,1
IPC60208,The design of the loading animation [766] pushes the main CTA too far down the page.,0
IPC602080,The dropdown appearance [873] doesn't align with our brand guidelines.,0
IPC602081,The headline alignment has poor contrast ratios.,0
IPC602082,Please replace jargon in the homepage hero title — the current version feels too generic.,0
IPC602083,Please refocus the message in the main navigation labels — mobile users are dropping off early on this section.,0
IPC602084,Let’s add a music player that auto-plays when users land. (ref 5383),1
IPC602085,Please align better with our brand voice in the homepage hero title — use simpler language for broader understanding.,2
IPC602086,Please make more actionable the newsletter signup copy — the current version feels too generic.,0
IPC602087,Please align better with our brand voice in the About section intro — aim for clarity over cleverness.,2
IPC602088,"We'd like to change the visual arrangement of the contact form, since stakeholders changed their mind after review.",1
IPC602089,"We'd like to change the alignment of content blocks, due to user feedback we just received.",1
IPC60209,The scroll-to-top button throws a 404 error in staging.,0
IPC602090,Please simplify the ‘Contact Us’ headline — mobile users are dropping off early on this section.,0
IPC602091,The structure of the newsletter popup isn't engaging enough visually.,0
IPC602092,"Please add a dark mode toggle, as part of enterprise client requirements.",1
IPC602093,"We'd like to change the visual order of callouts, in light of the new campaign assets.",1
IPC602094,The design of the lead capture form [262] is not accessible for users with visual impairments.,0
IPC602095,The color palette [0] needs more breathing room.,1
IPC602096,"We'd like to change the title of the Careers section, since stakeholders changed their mind after review.",1
IPC602097,The structure of content in modals [846] needs clearer visual structure.,1
IPC602098,The logo size [78] needs clearer visual structure.,1
IPC602099,Please align better with our brand voice in the ‘Contact Us’ headline — let's test a variation with a stronger call-to-action.,2
IPC60301,Please change wording in the About section intro — consider phrasing that implies urgency.,1
IPC603010,Please emphasize benefits over features the tagline in the hero section — the tone should feel more confident and less promotional.,2
IPC6030100,Please remove buzzwords from the CTA button label — let's test a variation with a stronger call-to-action.,1
IPC603011,Please simplify the CTA button label — it should mention our core differentiator earlier.,1
IPC603012,The color palette [22] detracts from the core messaging.,0
IPC603013,The design consistency across subpages [1002] looks outdated compared to competitors.,0
IPC603014,Please rewrite for clarity the tagline in the hero section — align this with what we say in the sales deck.,1
IPC603015,The logo size doesn’t respect the established grid system.,0
IPC603016,Please revise the form confirmation message — use simpler language for broader understanding.,1
IPC603017,Please rewrite for clarity the value proposition in the banner — mobile users are dropping off early on this section.,0
IPC603018,The treatment of brand imagery undermines trust due to visual inconsistency.,0
IPC603019,The logo size [65] fails to direct the user’s attention properly.,0
IPC60302,"We'd like to change the font used in the main navigation, after validating new layout in prototype testing.",1
IPC603020,Please align better with our brand voice in the Services overview paragraph — the tone should feel more confident and less promotional.,2
IPC603021,The design consistency across subpages [1000] should be redesigned for better readability.,1
IPC603022,"Please add a custom form builder, as part of SEO improvement strategy.",1
IPC603023,Please refocus the message in the newsletter signup copy — aim for clarity over cleverness.,1
IPC603024,Please remove buzzwords from the feature highlights under 'Why Choose Us' — mobile users are dropping off early on this section.,0
IPC603025,The icon usage in contact section [912] introduces unnecessary complexity.,0
IPC603026,"We'd like to change the layout of the Services page, because the flow now feels disjointed.",1
IPC603027,The contrast levels in the hero section doesn’t feel premium enough for our brand.,0
IPC603028,"We'd like to change the sequence of steps in the signup flow, to improve visual storytelling.",1
IPC603029,The imagery used in the mission statement [462] needs clearer visual structure.,1
IPC60303,The button hierarchy feels too heavy visually.,0
IPC603030,The treatment of brand imagery [673] fails to direct the user’s attention properly.,0
IPC603031,Please refocus the message in the CTA button label — we're pivoting tone to be more conversational.,1
IPC603032,Please rewrite for clarity the About section intro — mobile users are dropping off early on this section.,1
IPC603033,Please emphasize benefits over features the value proposition in the banner — the tone should feel more confident and less promotional.,2
IPC603034,Please highlight user value in the homepage hero title — SEO team suggested including 'digital strategy'.,2
IPC603035,The dropdown appearance overemphasizes less important elements.,0
IPC603036,Please change wording in the Testimonials section intro — we want it to sound more personal and direct.,1
IPC603037,The scroll-to-top button causes layout shifts on load.,1
IPC603038,The logo size detracts from the core messaging.,0
IPC603039,Please rewrite for clarity the Testimonials section intro — mobile users are dropping off early on this section.,1
IPC60304,Please enhance the engagement of the blog post summaries — mobile users are dropping off early on this section.,1
IPC603040,Let’s migrate the entire backend to another CMS this week. (ref 5610),1
IPC603041,The search field behavior doesn't reset fields correctly.,0
IPC603042,Please highlight user value in the SEO meta description — we're pivoting tone to be more conversational.,2
IPC603043,Please rewrite for clarity the form confirmation message — it should mention our core differentiator earlier.,1
IPC603044,"We'd like to change the title of the Careers section, to improve consistency with email templates.",1
IPC603045,We want to allow PDF download of every page on the site. (ref 2844),1
IPC603046,The treatment of brand imagery [680] should be redesigned for better readability.,1
IPC603047,The icon usage in contact section detracts from the core messaging.,0
IPC603048,Please refocus the message in the footer legal copy — it should mention our core differentiator earlier.,1
IPC603049,The headline alignment doesn't align with our brand guidelines.,0
IPC60305,The padding on Services section needs clearer visual structure.,1
IPC603050,Please highlight user value in the About section intro — SEO team suggested including 'digital strategy'.,2
IPC603051,"We'd like to change the alignment of content blocks, to improve consistency with email templates.",1
IPC603052,"We'd like to change the alignment of content blocks, for alignment with latest design tokens.",1
IPC603053,Please change wording in the main navigation labels — mobile users are dropping off early on this section.,0
IPC603054,Please replace jargon in the value proposition in the banner — the tone should feel more confident and less promotional.,1
IPC603055,Please remove buzzwords from the About section intro — it currently duplicates info from another section.,0
IPC603056,The logo size [82] doesn't reflect our updated brand values.,0
IPC603057,"We'd like to change the testimonial image alignment, as we think it now fits better with our narrative.",2
IPC603058,The presentation of numbers/statistics leads to visual fatigue.,0
IPC603059,Please emphasize benefits over features the CTA button label — mobile users are dropping off early on this section.,1
IPC60306,The design of the call-to-action strip pushes the main CTA too far down the page.,0
IPC603060,The illustration on the homepage [584] should be redesigned for better readability.,1
IPC603061,"Please add a timeline showcasing milestones, to increase session time.",1
IPC603062,Please remove buzzwords from the Careers page intro — SEO team suggested including 'digital strategy'.,1
IPC603063,"Please add a GDPR compliance banner update, to align with product roadmap Q3.",1
IPC603064,The design of the loading animation makes the user journey feel fragmented.,1
IPC603065,Please change wording in the blog post summaries — it currently duplicates info from another section.,0
IPC603066,The headline alignment [354] has poor contrast ratios.,0
IPC603067,Please revise the form confirmation message — the tone should feel more confident and less promotional.,1
IPC603068,Please remove buzzwords from the tagline in the hero section — consider phrasing that implies urgency.,1
IPC603069,Please align better with our brand voice in the About section intro — let's test a variation with a stronger call-to-action.,2
IPC60307,The divider lines between sections [932] feels disconnected from the rest of the site.,0
IPC603070,"We'd like to change the positioning of the testimonial module, based on the latest wireframes.",1
IPC603071,Please highlight user value in the homepage hero title — mobile users are dropping off early on this section.,1
IPC603072,The padding on Services section [194] has poor contrast ratios.,0
IPC603073,The dropdown appearance [872] should be redesigned for better readability.,1
IPC603074,Please simplify the Testimonials section intro — SEO team suggested including 'digital strategy'.,1
IPC603075,Please highlight user value in the newsletter signup copy — the tone should feel more confident and less promotional.,2
IPC603076,Please rewrite for clarity the ‘Contact Us’ headline — aim for clarity over cleverness.,1
IPC603077,"We'd like to change the positioning of the testimonial module, as it no longer matches our tone.",0
IPC603078,Please align better with our brand voice in the Careers page intro — we want it to sound more personal and direct.,2
IPC603079,"Please simplify the value proposition in the banner — let's remove the term 'innovative', it's overused.",0
IPC60308,Please update to reflect our new tone the newsletter signup copy — mobile users are dropping off early on this section.,1
IPC603080,The design consistency across subpages doesn't clearly highlight key messages.,0
IPC603081,The design consistency across subpages [1014] detracts from the core messaging.,0
IPC603082,Please rewrite for clarity the Services overview paragraph — it should mention our core differentiator earlier.,1
IPC603083,The design consistency across subpages [1011] feels generic and unmemorable.,0
IPC603084,Please optimize for SEO the Services overview paragraph — use simpler language for broader understanding.,2
IPC603085,The design of the lead capture form [281] overemphasizes less important elements.,0
IPC603086,Please replace jargon in the Services overview paragraph — it should mention our core differentiator earlier.,1
IPC603087,The color usage in the footer creates confusion for users.,0
IPC603088,The treatment of brand imagery fails to direct the user’s attention properly.,0
IPC603089,The divider lines between sections [938] looks outdated compared to competitors.,0
IPC60309,Please revise the SEO meta description — current phrasing doesn't perform well in tests.,0
IPC603090,"Please replace jargon in the About section intro — let's remove the term 'innovative', it's overused.",0
IPC603091,Please enhance the engagement of the Careers page intro — it should mention our core differentiator earlier.,2
IPC603092,"We'd like to change the font used in the main navigation, since stakeholders changed their mind after review.",1
IPC603093,Please align better with our brand voice in the newsletter signup copy — the tone should feel more confident and less promotional.,2
IPC603094,"Please add a integrated partner map, to support conversion goals.",1
IPC603095,The presentation of numbers/statistics [831] doesn’t pass accessibility color tests.,0
IPC603096,The visual hierarchy on homepage lacks visual appeal.,0
IPC603097,Please enhance the engagement of the Careers page intro — use simpler language for broader understanding.,2
IPC603098,The padding on Services section doesn’t feel premium enough for our brand.,0
IPC603099,The tooltip styling should use more consistent iconography.,1
IPC60401,Please update to reflect our new tone the SEO meta description — use simpler language for broader understanding.,1
IPC604010,The spacing around section titles [670] pushes the main CTA too far down the page.,0
IPC6040100,"We'd like to change the title of the Careers section, after review with UX team.",1
IPC604011,The color usage in the footer pushes the main CTA too far down the page.,0
IPC604012,"We'd like to change the animation speed on scroll, as it no longer matches our tone.",0
IPC604013,Please change wording in the footer legal copy — it currently duplicates info from another section.,0
IPC604014,"We'd like to change the visual order of callouts, even if the old version was signed off.",1
IPC604015,The dropdown appearance fails to direct the user’s attention properly.,0
IPC604016,The dropdown appearance [871] isn't engaging enough visually.,0
IPC604017,Please revise the homepage hero title — let's test a variation with a stronger call-to-action.,1
IPC604018,"Please rewrite for clarity the newsletter signup copy — let's remove the term 'innovative', it's overused.",0
IPC604019,"We'd like to change the support section layout, following our recent strategy update.",1
IPC60402,Please enhance the engagement of the CTA button label — consider phrasing that implies urgency.,1
IPC604020,The contrast levels in the hero section should be redesigned for better readability.,1
IPC604021,Please simplify the homepage hero title — mobile users are dropping off early on this section.,0
IPC604022,Please update to reflect our new tone the CTA button label — SEO team suggested including 'digital strategy'.,1
IPC604023,Please enhance the engagement of the homepage hero title — mobile users are dropping off early on this section.,1
IPC604024,Please remove all mentions of our old partner from past blog posts. (ref 4751),1
IPC604025,"Please add a language preference selector, to reflect our updated brand identity.",1
IPC604026,The color palette makes the user journey feel fragmented.,1
IPC604027,The layout of the blog cards [636] doesn’t feel premium enough for our brand.,0
IPC604028,Please rewrite for clarity the SEO meta description — current phrasing doesn't perform well in tests.,0
IPC604029,"We'd like to change the mobile header layout, after validating new layout in prototype testing.",1
IPC60403,Please emphasize benefits over features the feature highlights under 'Why Choose Us' — the tone should feel more confident and less promotional.,2
IPC604030,Please replace jargon in the main navigation labels — align this with what we say in the sales deck.,1
IPC604031,The design of the loading animation [758] detracts from the core messaging.,0
IPC604032,"Please add a page-level feedback option, to support the new content strategy.",1
IPC604033,"We'd like to change the hover behavior of the CTA buttons, since stakeholders changed their mind after review.",1
IPC604034,"Please refocus the message in the main navigation labels — let's remove the term 'innovative', it's overused.",0
IPC604035,Please replace jargon in the blog post summaries — we're pivoting tone to be more conversational.,1
IPC604036,Please optimize for SEO the SEO meta description — we're pivoting tone to be more conversational.,1
IPC604037,The structure of the newsletter popup [492] lacks visual appeal.,0
IPC604038,Please change wording in the tagline in the hero section — SEO team suggested including 'digital strategy'.,1
IPC604039,The typography scale [52] could benefit from a cleaner aesthetic.,1
IPC60404,The embedded YouTube videos appears twice under certain conditions.,1
IPC604040,Please emphasize benefits over features the CTA button label — the tone should feel more confident and less promotional.,2
IPC604041,Please highlight user value in the feature highlights under 'Why Choose Us' — it should mention our core differentiator earlier.,1
IPC604042,Please make more actionable the feature highlights under 'Why Choose Us' — we're pivoting tone to be more conversational.,2
IPC604043,"We'd like to change the icons used in the value proposition list, since stakeholders changed their mind after review.",1
IPC604044,The responsive layout of the pricing table loses focus after each keystroke.,0
IPC604045,"Please emphasize benefits over features the footer legal copy — let's remove the term 'innovative', it's overused.",1
IPC604046,Please change wording in the SEO meta description — we want it to sound more personal and direct.,1
IPC604047,Please optimize for SEO the CTA button label — the tone should feel more confident and less promotional.,2
IPC604048,Please align better with our brand voice in the CTA button label — the current version feels too generic.,0
IPC604049,The accessibility of font choices [392] should be redesigned for better readability.,1
IPC60405,Please align better with our brand voice in the blog post summaries — aim for clarity over cleverness.,2
IPC604050,The typographic treatment of headers feels disconnected from the rest of the site.,0
IPC604051,Please make shorter for mobile the form confirmation message — consider phrasing that implies urgency.,1
IPC604052,Please update to reflect our new tone the value proposition in the banner — consider phrasing that implies urgency.,1
IPC604053,"Please add a case study filter by sector, to reflect our updated brand identity.",1
IPC604054,Please make more actionable the newsletter signup copy — we want it to sound more personal and direct.,2
IPC604055,Please replace jargon in the main navigation labels — the current version feels too generic.,0
IPC604056,The dropdown appearance feels disconnected from the rest of the site.,0
IPC604057,The button hierarchy detracts from the core messaging.,0
IPC604058,Please update to reflect our new tone the form confirmation message — we're pivoting tone to be more conversational.,1
IPC604059,Please make more actionable the homepage hero title — SEO team suggested including 'digital strategy'.,2
IPC60406,"We'd like to change the label of the primary CTA, as requested by new leadership.",1
IPC604060,"We'd like to change the structure of the Resources section, after reevaluating user flows.",1
IPC604061,Please align better with our brand voice in the CTA button label — align this with what we say in the sales deck.,1
IPC604062,The image usage on About page leads to visual fatigue.,0
IPC604063,The spacing around section titles creates confusion for users.,0
IPC604064,"We'd like to change the table layout on Plans page, because our marketing direction has shifted slightly.",1
IPC604065,"We'd like to change the form input label positioning, to better align with current brand priorities.",1
IPC604066,The tooltip styling introduces unnecessary complexity.,0
IPC604067,"Please add a animated brand story carousel, as part of the product relaunch.",1
IPC604068,Please align better with our brand voice in the value proposition in the banner — mobile users are dropping off early on this section.,1
IPC604069,The headline alignment looks outdated compared to competitors.,0
IPC60407,Please update to reflect our new tone the Testimonials section intro — we're pivoting tone to be more conversational.,1
IPC604070,Please emphasize benefits over features the About section intro — current phrasing doesn't perform well in tests.,0
IPC604071,Please optimize for SEO the form confirmation message — it should mention our core differentiator earlier.,1
IPC604072,Please rewrite for clarity the CTA button label — consider phrasing that implies urgency.,1
IPC604073,The typographic treatment of headers [971] undermines trust due to visual inconsistency.,0
IPC604074,The image usage on About page [163] feels too heavy visually.,0
IPC604075,Please optimize for SEO the Careers page intro — use simpler language for broader understanding.,2
IPC604076,"We'd like to change the icons used in the value proposition list, as discussed in the latest alignment call.",1
IPC604077,The headline alignment [374] detracts from the core messaging.,0
IPC604078,Please make shorter for mobile the form confirmation message — the tone should feel more confident and less promotional.,1
IPC604079,"We'd like to change the download link style in resource hub, due to user feedback we just received.",1
IPC60408,"We'd like to change the title of the Careers section, to unify experience with the mobile app.",2
IPC604080,Please make more actionable the main navigation labels — the current version feels too generic.,0
IPC604081,Please make more actionable the CTA button label — it currently duplicates info from another section.,0
IPC604082,The structure of content in modals [847] doesn’t respect the established grid system.,0
IPC604083,The treatment of brand imagery feels disconnected from the rest of the site.,0
IPC604084,The spacing in the FAQ module has poor contrast ratios.,0
IPC604085,We want to allow PDF download of every page on the site. (ref 2696),1
IPC604086,The design of the lead capture form [285] lacks design harmony with the rest of the flow.,0
IPC604087,Please remove buzzwords from the main navigation labels — align this with what we say in the sales deck.,1
IPC604088,Please remove buzzwords from the ‘Contact Us’ headline — we're pivoting tone to be more conversational.,1
IPC604089,The tooltip styling [779] undermines trust due to visual inconsistency.,0
IPC60409,Please change wording in the ‘Contact Us’ headline — it should mention our core differentiator earlier.,1
IPC604090,Please remove buzzwords from the feature highlights under 'Why Choose Us' — align this with what we say in the sales deck.,1
IPC604091,"We'd like to change the visual order of callouts, to improve visual storytelling.",1
IPC604092,The divider lines between sections [958] pushes the main CTA too far down the page.,0
IPC604093,"Please add a product selector quiz, to enhance engagement in key pages.",2
IPC604094,The structure of the newsletter popup [488] should be redesigned for better readability.,1
IPC604095,The dropdown appearance [882] doesn't reflect our updated brand values.,0
IPC604096,Please make shorter for mobile the main navigation labels — the current version feels too generic.,0
IPC604097,Please rewrite for clarity the main navigation labels — aim for clarity over cleverness.,1
IPC604098,The headline alignment [356] feels disconnected from the rest of the site.,0
IPC604099,The imagery used in the mission statement [474] leads to visual fatigue.,0
IPC70101,The design of the call-to-action strip doesn’t pass accessibility color tests.,0
IPC701010,Please rewrite for clarity the homepage hero title — we want it to sound more personal and direct.,1
