,Issue ID,Project ID,Classification,Screenshot,Urgency,Input Date,Deadline Theor,Deadline Real,Employee ID,Device ,Browser,Page,Contact ID,Request,Iteraciones,Iteraciones 30 dias,Not addressing historico,Sentiment
2953,IPC604057,PC604,Design issues,0,Medium,2014-07-08,2015-09-08,2014-07-09,E2,Desktop,Mozilla,True,COC601,The button hierarchy detracts from the core messaging.,7.0,55,1,Negative
2954,IPC604058,PC604,Copy issues,0,Medium,2014-05-10,2015-09-08,2014-05-13,E1,Tablet,Chrome,True,COC601,Please update to reflect our new tone the form confirmation message — we're pivoting tone to be more conversational.,3.0,23,1,Neutral
2955,IPC604059,PC604,Copy issues,0,Medium,2014-09-07,2015-09-08,2014-09-09,E1,Tablet,Chrome,True,COC601,Please make more actionable the homepage hero title — SEO team suggested including 'digital strategy'.,5.0,76,2,Positive
2956,IPC60406,PC604,Request change,0,Urgent,2014-08-26,2015-09-08,2014-08-29,E2,Desktop,Chrome,True,COC601,"We'd like to change the label of the primary CTA, as requested by new leadership.",9.0,67,2,Neutral
2957,IPC604060,PC604,Request change,0,Medium,2014-11-22,2015-09-08,2014-11-24,E2,Desktop,Chrome,True,COC601,"We'd like to change the structure of the Resources section, after reevaluating user flows.",7.0,42,2,Neutral
2958,IPC604061,PC604,Copy issues,0,Medium,2014-09-08,2015-09-08,2014-09-09,E1,Desktop,Chrome,True,COC601,Please align better with our brand voice in the CTA button label — align this with what we say in the sales deck.,5.0,81,2,Neutral
2959,IPC604062,PC604,Design issues,0,Medium,2014-07-19,2015-09-08,2014-07-20,E2,Desktop,Edge,True,COC601,The image usage on About page leads to visual fatigue.,1.0,66,1,Negative
2960,IPC604063,PC604,Design issues,0,Medium,2015-02-20,2015-09-08,2015-02-23,E2,Desktop,Chrome,True,COC601,The spacing around section titles creates confusion for users.,2.0,25,2,Negative
2961,IPC604064,PC604,Request change,0,Medium,2015-01-02,2015-09-08,2015-01-04,E2,Desktop,Safari,True,COC601,"We'd like to change the table layout on Plans page, because our marketing direction has shifted slightly.",6.0,39,2,Neutral
2962,IPC604065,PC604,Request change,0,Medium,2014-09-16,2015-09-08,2014-09-18,E2,Desktop,Safari,True,COC601,"We'd like to change the form input label positioning, to better align with current brand priorities.",6.0,68,2,Neutral
2963,IPC604066,PC604,Design issues,1,Medium,2014-06-10,2015-09-08,2014-06-13,E2,Desktop,Safari,True,COC601,The tooltip styling introduces unnecessary complexity.,1.0,25,1,Negative
2964,IPC604067,PC604,New item,0,Urgent,2015-01-04,2015-09-08,2015-01-07,E3,Tablet,Safari,True,COC601,"Please add a animated brand story carousel, as part of the product relaunch.",14.0,56,2,Neutral
2965,IPC604068,PC604,Copy issues,0,Medium,2014-03-31,2015-09-08,2014-04-03,E1,Tablet,Edge,True,COC601,Please align better with our brand voice in the value proposition in the banner — mobile users are dropping off early on this section.,3.0,36,1,Neutral
2966,IPC604069,PC604,Design issues,0,Medium,2014-12-06,2015-09-08,2014-12-09,E2,Desktop,Mozilla,True,COC601,The headline alignment looks outdated compared to competitors.,4.0,47,2,Negative
2967,IPC60407,PC604,Copy issues,0,Low,2014-11-24,2015-09-08,2014-11-26,E1,Desktop,Safari,True,COC601,Please update to reflect our new tone the Testimonials section intro — we're pivoting tone to be more conversational.,3.0,42,2,Neutral
2968,IPC604070,PC604,Copy issues,0,Medium,2014-08-10,2015-09-08,2014-08-11,E1,Mobile,Mozilla,True,COC601,Please emphasize benefits over features the About section intro — current phrasing doesn't perform well in tests.,2.0,34,1,Negative
2969,IPC604071,PC604,Copy issues,0,Medium,2014-03-29,2015-09-08,2014-03-31,E1,Desktop,Safari,True,COC601,Please optimize for SEO the form confirmation message — it should mention our core differentiator earlier.,4.0,29,1,Neutral
2970,IPC604072,PC604,Copy issues,0,Medium,2014-08-13,2015-09-08,2014-08-15,E1,Desktop,Mozilla,True,COC601,Please rewrite for clarity the CTA button label — consider phrasing that implies urgency.,2.0,32,1,Neutral
2971,IPC604073,PC604,Design issues,0,Medium,2014-10-18,2015-09-08,2014-10-20,E2,Desktop,Chrome,True,COC601,The typographic treatment of headers [971] undermines trust due to visual inconsistency.,3.0,16,2,Negative
2972,IPC604074,PC604,Design issues,0,Medium,2015-01-12,2015-09-08,2015-01-15,E2,Tablet,Safari,True,COC601,The image usage on About page [163] feels too heavy visually.,1.0,54,2,Negative
2973,IPC604075,PC604,Copy issues,0,Medium,2014-05-08,2015-09-08,2014-05-10,E1,Desktop,Edge,True,COC601,Please optimize for SEO the Careers page intro — use simpler language for broader understanding.,5.0,20,1,Positive
2974,IPC604076,PC604,Request change,0,Medium,2014-09-26,2015-09-08,2014-09-27,E2,Desktop,Chrome,True,COC601,"We'd like to change the icons used in the value proposition list, as discussed in the latest alignment call.",9.0,51,2,Neutral
2975,IPC604077,PC604,Design issues,0,Medium,2014-06-21,2015-09-08,2014-06-24,E2,Mobile,Mozilla,True,COC601,The headline alignment [374] detracts from the core messaging.,4.0,27,1,Negative
2976,IPC604078,PC604,Copy issues,0,Medium,2014-07-01,2015-09-08,2014-07-03,E1,Desktop,Safari,True,COC601,Please make shorter for mobile the form confirmation message — the tone should feel more confident and less promotional.,5.0,48,1,Neutral
2977,IPC604079,PC604,Request change,0,Medium,2014-04-07,2015-09-08,2014-04-09,E2,Desktop,Safari,True,COC601,"We'd like to change the download link style in resource hub, due to user feedback we just received.",6.0,42,1,Neutral
2978,IPC60408,PC604,Request change,0,Medium,2014-08-31,2015-09-08,2014-09-01,E2,Desktop,Safari,True,COC601,"We'd like to change the title of the Careers section, to unify experience with the mobile app.",9.0,74,2,Positive
2979,IPC604080,PC604,Copy issues,0,Medium,2014-03-30,2015-09-08,2014-04-01,E1,Tablet,Chrome,True,COC601,Please make more actionable the main navigation labels — the current version feels too generic.,4.0,33,1,Negative
2980,IPC604081,PC604,Copy issues,0,Urgent,2014-07-04,2015-09-08,2014-07-07,E1,Desktop,Chrome,True,COC601,Please make more actionable the CTA button label — it currently duplicates info from another section.,4.0,52,1,Negative
2981,IPC604082,PC604,Design issues,0,Medium,2014-11-10,2015-09-08,2014-11-11,E2,Desktop,Edge,True,COC601,The structure of content in modals [847] doesn’t respect the established grid system.,6.0,33,2,Negative
2982,IPC604083,PC604,Design issues,1,Medium,2014-06-21,2015-09-08,2014-06-22,E2,Tablet,Mozilla,True,COC601,The treatment of brand imagery feels disconnected from the rest of the site.,5.0,27,1,Negative
2983,IPC604084,PC604,Design issues,0,Medium,2014-06-26,2015-09-08,2014-06-28,E2,Desktop,Safari,True,COC601,The spacing in the FAQ module has poor contrast ratios.,4.0,31,1,Negative
2984,IPC604085,PC604,Not addressing,0,Medium,2014-08-19,2015-09-08,2014-08-21,E4,Desktop,Safari,True,COC601,We want to allow PDF download of every page on the site. (ref 2696),0.0,55,2,Neutral
2985,IPC604086,PC604,Design issues,0,Medium,2014-10-19,2015-09-08,2014-10-20,E2,Desktop,Chrome,True,COC601,The design of the lead capture form [285] lacks design harmony with the rest of the flow.,2.0,18,2,Negative
2986,IPC604087,PC604,Copy issues,1,Medium,2014-12-02,2015-09-08,2014-12-03,E1,Desktop,Mozilla,True,COC601,Please remove buzzwords from the main navigation labels — align this with what we say in the sales deck.,3.0,46,2,Neutral
2987,IPC604088,PC604,Copy issues,0,Medium,2014-08-11,2015-09-08,2014-08-14,E1,Desktop,Safari,True,COC601,Please remove buzzwords from the ‘Contact Us’ headline — we're pivoting tone to be more conversational.,4.0,38,1,Neutral
2988,IPC604089,PC604,Design issues,1,Low,2014-05-02,2015-09-08,2014-05-03,E2,Desktop,Safari,True,COC601,The tooltip styling [779] undermines trust due to visual inconsistency.,1.0,15,1,Negative
2989,IPC60409,PC604,Copy issues,0,Medium,2014-10-30,2015-09-08,2014-11-02,E1,Desktop,Chrome,True,COC601,Please change wording in the ‘Contact Us’ headline — it should mention our core differentiator earlier.,6.0,14,2,Neutral
2990,IPC604090,PC604,Copy issues,1,Medium,2014-11-21,2015-09-08,2014-11-23,E1,Desktop,Chrome,True,COC601,Please remove buzzwords from the feature highlights under 'Why Choose Us' — align this with what we say in the sales deck.,5.0,35,2,Neutral
2991,IPC604091,PC604,Request change,0,Medium,2014-08-18,2015-09-08,2014-08-20,E2,Desktop,Safari,True,COC601,"We'd like to change the visual order of callouts, to improve visual storytelling.",9.0,51,1,Neutral
2992,IPC604092,PC604,Design issues,1,Urgent,2014-07-13,2015-09-08,2014-07-14,E2,Desktop,Chrome,True,COC601,The divider lines between sections [958] pushes the main CTA too far down the page.,4.0,62,1,Negative
2993,IPC604093,PC604,New item,0,Medium,2014-08-19,2015-09-08,2014-08-21,E3,Desktop,Edge,True,COC601,"Please add a product selector quiz, to enhance engagement in key pages.",9.0,55,2,Positive
2994,IPC604094,PC604,Design issues,0,Low,2014-03-15,2015-09-08,2014-03-18,E2,Tablet,Mozilla,True,COC601,The structure of the newsletter popup [488] should be redesigned for better readability.,2.0,13,1,Neutral
2995,IPC604095,PC604,Design issues,0,Urgent,2014-12-06,2015-09-08,2014-12-09,E2,Mobile,Chrome,True,COC601,The dropdown appearance [882] doesn't reflect our updated brand values.,4.0,47,2,Negative
2996,IPC604096,PC604,Copy issues,0,Urgent,2015-01-30,2015-09-08,2015-02-02,E1,Tablet,Chrome,True,COC601,Please make shorter for mobile the main navigation labels — the current version feels too generic.,4.0,52,2,Negative
2997,IPC604097,PC604,Copy issues,0,Low,2015-02-16,2015-09-08,2015-02-17,E1,Desktop,Safari,True,COC601,Please rewrite for clarity the main navigation labels — aim for clarity over cleverness.,2.0,23,2,Neutral
2998,IPC604098,PC604,Design issues,0,Urgent,2014-07-13,2015-09-08,2014-07-16,E2,Mobile,Edge,True,COC601,The headline alignment [356] feels disconnected from the rest of the site.,4.0,62,1,Negative
2999,IPC604099,PC604,Design issues,1,Medium,2014-10-23,2015-09-08,2014-10-26,E2,Tablet,Safari,True,COC601,The imagery used in the mission statement [474] leads to visual fatigue.,3.0,21,2,Negative
3000,IPC70101,PC701,Design issues,0,Medium,2017-04-17,2015-09-08,2017-04-19,E2,Desktop,Safari,True,COC701,The design of the call-to-action strip doesn’t pass accessibility color tests.,0.0,22,1,Negative
3001,IPC701010,PC701,Copy issues,0,Medium,2017-07-19,2015-09-08,2017-07-20,E1,Desktop,Mozilla,True,COC701,Please rewrite for clarity the homepage hero title — we want it to sound more personal and direct.,3.0,32,1,Neutral
3002,IPC7010100,PC701,Design issues,0,Medium,2017-12-27,2015-09-08,2017-12-30,E2,Desktop,Edge,True,COC701,The design of the loading animation should use more consistent iconography.,3.0,29,1,Neutral
3003,IPC701011,PC701,Design issues,0,Medium,2017-11-08,2015-09-08,2017-11-09,E2,Desktop,Safari,True,COC701,The imagery used in the mission statement [451] feels too heavy visually.,7.0,42,1,Negative
3004,IPC701012,PC701,Request change,0,Medium,2017-10-19,2015-09-08,2017-10-21,E2,Desktop,Chrome,True,COC701,"We'd like to change the positioning of the testimonial module, following our recent strategy update.",9.0,59,1,Neutral
3005,IPC701013,PC701,Request change,0,Medium,2017-09-21,2015-09-08,2017-09-22,E2,Tablet,Mozilla,True,COC701,"We'd like to change the animation on page scroll, to accommodate new messaging.",5.0,62,1,Neutral
3006,IPC701014,PC701,Copy issues,0,Medium,2017-03-04,2015-09-08,2017-03-07,E1,Desktop,Mozilla,True,COC701,Please make more actionable the Careers page intro — let's test a variation with a stronger call-to-action.,4.0,58,1,Positive
3007,IPC701015,PC701,Copy issues,0,Medium,2017-01-13,2015-09-08,2017-01-16,E1,Desktop,Mozilla,True,COC701,Please change wording in the SEO meta description — current phrasing doesn't perform well in tests.,2.0,7,1,Negative
3008,IPC701016,PC701,New item,0,Urgent,2017-02-25,2015-09-08,2017-02-27,E3,Mobile,Chrome,True,COC701,"Please add a animated explainer about product flow, in response to user research.",14.0,49,1,Neutral
3009,IPC701017,PC701,Design issues,0,Medium,2017-11-26,2015-09-08,2017-11-28,E2,Desktop,Chrome,True,COC701,The structure of the newsletter popup introduces unnecessary complexity.,3.0,33,1,Negative
3010,IPC701018,PC701,Request change,0,Medium,2017-08-24,2015-09-08,2017-08-27,E2,Tablet,Mozilla,True,COC701,"We'd like to change the animation on page scroll, because our marketing direction has shifted slightly.",7.0,38,1,Neutral
3011,IPC701019,PC701,Copy issues,0,Medium,2017-09-21,2015-09-08,2017-09-23,E1,Tablet,Chrome,True,COC701,Please make more actionable the ‘Contact Us’ headline — current phrasing doesn't perform well in tests.,5.0,62,1,Negative
3012,IPC70102,PC701,New item,1,Medium,2017-09-06,2015-09-08,2017-09-08,E3,Desktop,Safari,True,COC701,"Please add a pop-up alert for upcoming events, for better personalization.",4.0,39,1,Positive
3013,IPC701020,PC701,New item,0,Medium,2017-10-31,2015-09-08,2017-11-03,E3,Mobile,Edge,True,COC701,"Please add a web accessibility toolbar, to reflect our updated brand identity.",4.0,52,1,Neutral
3014,IPC701021,PC701,Request change,1,Medium,2017-06-20,2015-09-08,2017-06-21,E2,Desktop,Mozilla,True,COC701,"We'd like to change the hover behavior of the CTA buttons, as discussed in the latest alignment call.",6.0,44,1,Neutral
3015,IPC701022,PC701,Design issues,0,Medium,2017-01-14,2015-09-08,2017-01-17,E2,Tablet,Mozilla,True,COC701,The color usage in the footer [718] needs clearer visual structure.,6.0,13,1,Neutral
3016,IPC701023,PC701,Copy issues,0,Medium,2017-02-19,2015-09-08,2017-02-21,E1,Tablet,Mozilla,True,COC701,Please simplify the value proposition in the banner — current phrasing doesn't perform well in tests.,2.0,33,1,Negative
3017,IPC701024,PC701,Design issues,0,Medium,2017-01-27,2015-09-08,2017-01-28,E2,Desktop,Chrome,True,COC701,The dropdown appearance doesn't reflect our updated brand values.,1.0,18,1,Negative
3018,IPC701025,PC701,Design issues,0,Medium,2017-04-02,2015-09-08,2017-04-03,E2,Desktop,Safari,True,COC701,The divider lines between sections [950] detracts from the core messaging.,3.0,23,1,Negative
3019,IPC701026,PC701,Copy issues,0,Medium,2017-10-30,2015-09-08,2017-11-02,E1,Desktop,Chrome,True,COC701,Please emphasize benefits over features the newsletter signup copy — SEO team suggested including 'digital strategy'.,4.0,48,1,Positive
3020,IPC701027,PC701,Request change,0,Medium,2017-09-08,2015-09-08,2017-09-10,E2,Desktop,Safari,True,COC701,"We'd like to change the animation on page scroll, even though it was previously approved.",10.0,46,1,Neutral
3021,IPC701028,PC701,Copy issues,0,Medium,2017-05-23,2015-09-08,2017-05-24,E1,Desktop,Safari,True,COC701,Please change wording in the footer legal copy — mobile users are dropping off early on this section.,3.0,37,1,Negative
3022,IPC701029,PC701,Copy issues,0,Medium,2017-05-21,2015-09-08,2017-05-24,E1,Mobile,Safari,True,COC701,Please highlight user value in the Services overview paragraph — we're pivoting tone to be more conversational.,3.0,29,1,Positive
3023,IPC70103,PC701,Copy issues,1,Medium,2017-11-04,2015-09-08,2017-11-07,E1,Desktop,Safari,True,COC701,Please revise the form confirmation message — we want it to sound more personal and direct.,5.0,38,1,Neutral
3024,IPC701030,PC701,Copy issues,0,Medium,2017-05-29,2015-09-08,2017-06-01,E1,Desktop,Mozilla,True,COC701,Please update to reflect our new tone the ‘Contact Us’ headline — mobile users are dropping off early on this section.,2.0,36,1,Neutral
3025,IPC701031,PC701,Copy issues,0,Medium,2017-08-09,2015-09-08,2017-08-11,E1,Desktop,Chrome,True,COC701,Please revise the CTA button label — current phrasing doesn't perform well in tests.,3.0,29,1,Negative
3026,IPC701032,PC701,Copy issues,0,Low,2017-01-13,2015-09-08,2017-01-15,E1,Desktop,Safari,True,COC701,Please refocus the message in the footer legal copy — align this with what we say in the sales deck.,4.0,7,1,Neutral
3027,IPC701033,PC701,New item,0,Medium,2017-08-23,2015-09-08,2017-08-24,E3,Desktop,Edge,True,COC701,"Please add a new trust badge section, based on previous analytics review.",11.0,31,1,Neutral
3028,IPC701034,PC701,New item,0,Medium,2017-03-01,2015-09-08,2017-03-02,E3,Desktop,Chrome,True,COC701,"Please add a language preference selector, as part of SEO improvement strategy.",7.0,53,1,Neutral
3029,IPC701035,PC701,Design issues,0,Urgent,2017-09-21,2015-09-08,2017-09-24,E2,Desktop,Chrome,True,COC701,The design of the call-to-action strip feels too heavy visually.,4.0,62,1,Negative
3030,IPC701036,PC701,New item,1,Medium,2017-06-24,2015-09-08,2017-06-25,E3,Mobile,Mozilla,True,COC701,"Please add a product selector quiz, following competitor benchmarking.",0.0,40,1,Neutral
3031,IPC701037,PC701,Copy issues,1,Medium,2017-05-25,2015-09-08,2017-05-26,E1,Tablet,Chrome,True,COC701,Please align better with our brand voice in the CTA button label — we want it to sound more personal and direct.,3.0,40,1,Positive
3032,IPC701038,PC701,Copy issues,0,Medium,2017-05-25,2015-09-08,2017-05-27,E1,Mobile,Mozilla,True,COC701,Please update to reflect our new tone the value proposition in the banner — it currently duplicates info from another section.,4.0,40,1,Neutral
3033,IPC701039,PC701,Design issues,0,Medium,2017-06-22,2015-09-08,2017-06-23,E2,Tablet,Chrome,True,COC701,The spacing in the FAQ module pushes the main CTA too far down the page.,2.0,45,1,Negative
3034,IPC70104,PC701,Copy issues,1,Low,2017-01-23,2015-09-08,2017-01-25,E1,Tablet,Safari,True,COC701,Please optimize for SEO the ‘Contact Us’ headline — aim for clarity over cleverness.,4.0,17,1,Neutral
3035,IPC701040,PC701,Design issues,0,Urgent,2017-10-24,2015-09-08,2017-10-26,E2,Mobile,Chrome,True,COC701,The treatment of brand imagery [678] is not accessible for users with visual impairments.,4.0,48,1,Negative
3036,IPC701041,PC701,Design issues,0,Medium,2017-01-30,2015-09-08,2017-02-01,E2,Desktop,Chrome,True,COC701,The image usage on About page [170] looks outdated compared to competitors.,3.0,24,1,Negative
3037,IPC701042,PC701,Design issues,0,Medium,2017-08-11,2015-09-08,2017-08-12,E2,Desktop,Chrome,True,COC701,The icon usage in contact section [904] should be redesigned for better readability.,4.0,28,1,Neutral
3038,IPC701043,PC701,Design issues,1,Medium,2017-02-23,2015-09-08,2017-02-24,E2,Desktop,Chrome,True,COC701,The imagery used in the mission statement [464] introduces unnecessary complexity.,2.0,35,1,Negative
3039,IPC701044,PC701,Design issues,1,Medium,2017-07-25,2015-09-08,2017-07-28,E2,Desktop,Edge,True,COC701,The spacing in the FAQ module doesn’t pass accessibility color tests.,3.0,21,1,Negative
3040,IPC701045,PC701,Design issues,0,Medium,2017-05-23,2015-09-08,2017-05-24,E2,Desktop,Edge,True,COC701,The typographic treatment of headers doesn't reflect our updated brand values.,5.0,37,1,Negative
3041,IPC701046,PC701,Design issues,0,Medium,2017-06-04,2015-09-08,2017-06-06,E2,Mobile,Safari,True,COC701,The visual hierarchy on homepage could benefit from a cleaner aesthetic.,4.0,43,1,Positive
3042,IPC701047,PC701,Copy issues,0,Medium,2017-05-03,2015-09-08,2017-05-06,E1,Desktop,Safari,True,COC701,Please emphasize benefits over features the Services overview paragraph — align this with what we say in the sales deck.,3.0,37,1,Neutral
3043,IPC701048,PC701,Copy issues,0,Medium,2017-09-10,2015-09-08,2017-09-11,E1,Desktop,Chrome,True,COC701,Please make shorter for mobile the newsletter signup copy — we're pivoting tone to be more conversational.,4.0,47,1,Neutral
3044,IPC701049,PC701,Design issues,0,Medium,2017-04-19,2015-09-08,2017-04-20,E2,Tablet,Chrome,True,COC701,The design consistency across subpages feels generic and unmemorable.,5.0,25,1,Negative
3045,IPC70105,PC701,Copy issues,0,Medium,2017-01-30,2015-09-08,2017-02-01,E1,Desktop,Chrome,True,COC701,Please emphasize benefits over features the value proposition in the banner — we want it to sound more personal and direct.,1.0,24,1,Positive
3046,IPC701050,PC701,Copy issues,0,Medium,2017-04-07,2015-09-08,2017-04-10,E1,Desktop,Safari,True,COC701,Please replace jargon in the ‘Contact Us’ headline — SEO team suggested including 'digital strategy'.,5.0,19,1,Neutral
3047,IPC701051,PC701,Design issues,0,Medium,2017-02-14,2015-09-08,2017-02-15,E2,Desktop,Edge,True,COC701,The imagery used in the mission statement introduces unnecessary complexity.,3.0,22,1,Negative
3048,IPC701052,PC701,Not addressing,0,Low,2017-01-11,2015-09-08,2017-01-12,E4,Tablet,Safari,True,COC701,Let’s add a music player that auto-plays when users land. (ref 1181),1.0,1,1,Neutral
3049,IPC701053,PC701,Design issues,0,Urgent,2017-10-13,2015-09-08,2017-10-16,E2,Desktop,Edge,True,COC701,The presentation of numbers/statistics introduces unnecessary complexity.,6.0,55,1,Negative
3050,IPC701054,PC701,Copy issues,1,Medium,2017-03-14,2015-09-08,2017-03-16,E1,Desktop,Chrome,True,COC701,Please update to reflect our new tone the blog post summaries — use simpler language for broader understanding.,2.0,57,1,Neutral
3051,IPC701055,PC701,Design issues,0,Medium,2017-07-13,2015-09-08,2017-07-16,E2,Desktop,Chrome,True,COC701,The structure of the newsletter popup doesn't reflect our updated brand values.,2.0,29,1,Negative
3052,IPC701056,PC701,Design issues,0,Medium,2017-07-21,2015-09-08,2017-07-22,E2,Desktop,Chrome,True,COC701,The accessibility of font choices feels generic and unmemorable.,3.0,29,1,Negative
3053,IPC701057,PC701,Request change,0,Medium,2017-05-31,2015-09-08,2017-06-03,E2,Desktop,Mozilla,True,COC701,"We'd like to change the form input label positioning, following our recent strategy update.",6.0,42,1,Neutral
3054,IPC701058,PC701,Copy issues,0,Medium,2017-12-21,2015-09-08,2017-12-22,E1,Desktop,Mozilla,True,COC701,Please revise the CTA button label — SEO team suggested including 'digital strategy'.,5.0,28,1,Neutral
3055,IPC701059,PC701,Copy issues,0,Medium,2017-08-07,2015-09-08,2017-08-09,E1,Mobile,Safari,True,COC701,Please replace jargon in the value proposition in the banner — current phrasing doesn't perform well in tests.,3.0,26,1,Negative
3056,IPC70106,PC701,Design issues,1,Medium,2017-09-18,2015-09-08,2017-09-20,E2,Desktop,Mozilla,True,COC701,The layout of the blog cards undermines trust due to visual inconsistency.,2.0,48,1,Negative
3057,IPC701060,PC701,Design issues,0,Medium,2017-02-15,2015-09-08,2017-02-17,E2,Desktop,Chrome,True,COC701,The layout of the blog cards [624] introduces unnecessary complexity.,4.0,26,1,Negative
3058,IPC701061,PC701,Copy issues,0,Medium,2017-04-12,2015-09-08,2017-04-13,E1,Desktop,Chrome,True,COC701,Please update to reflect our new tone the tagline in the hero section — current phrasing doesn't perform well in tests.,2.0,24,1,Negative
3059,IPC701062,PC701,Copy issues,0,Medium,2017-10-28,2015-09-08,2017-10-30,E1,Desktop,Chrome,True,COC701,Please emphasize benefits over features the homepage hero title — align this with what we say in the sales deck.,3.0,44,1,Neutral
3060,IPC701063,PC701,Request change,1,Medium,2017-04-12,2015-09-08,2017-04-15,E2,Tablet,Edge,True,COC701,"We'd like to change the background image on the hero banner, as requested by new leadership.",8.0,24,1,Neutral
3061,IPC701064,PC701,Copy issues,0,Medium,2017-10-01,2015-09-08,2017-10-03,E1,Desktop,Mozilla,True,COC701,Please update to reflect our new tone the About section intro — current phrasing doesn't perform well in tests.,3.0,52,1,Negative
3062,IPC701065,PC701,Copy issues,0,Medium,2017-06-23,2015-09-08,2017-06-25,E1,Tablet,Chrome,True,COC701,Please emphasize benefits over features the Services overview paragraph — consider phrasing that implies urgency.,3.0,40,1,Neutral
3063,IPC701066,PC701,Design issues,0,Medium,2017-03-25,2015-09-08,2017-03-27,E2,Tablet,Mozilla,True,COC701,The presentation of numbers/statistics has poor contrast ratios.,2.0,43,1,Negative
3064,IPC701067,PC701,New item,0,Medium,2017-08-26,2015-09-08,2017-08-28,E3,Desktop,Safari,True,COC701,"Please add a language preference selector, in response to user research.",3.0,38,1,Neutral
3065,IPC701068,PC701,Design issues,0,Medium,2017-04-21,2015-09-08,2017-04-22,E2,Desktop,Mozilla,True,COC701,The layout of the blog cards [618] looks outdated compared to competitors.,4.0,29,1,Negative
3066,IPC701069,PC701,Design issues,0,Urgent,2017-09-27,2015-09-08,2017-09-30,E2,Desktop,Chrome,True,COC701,The layout of the blog cards [611] feels too heavy visually.,7.0,49,1,Negative
3067,IPC70107,PC701,Copy issues,0,Medium,2017-09-05,2015-09-08,2017-09-08,E1,Tablet,Safari,True,COC701,Please make more actionable the About section intro — the current version feels too generic.,4.0,35,1,Negative
3068,IPC701070,PC701,Copy issues,0,Medium,2017-12-22,2015-09-08,2017-12-23,E1,Mobile,Edge,True,COC701,Please rewrite for clarity the About section intro — SEO team suggested including 'digital strategy'.,4.0,32,1,Neutral
3069,IPC701071,PC701,Design issues,0,Medium,2017-07-10,2015-09-08,2017-07-12,E2,Desktop,Safari,True,COC701,The layout of the blog cards [614] is not accessible for users with visual impairments.,5.0,27,1,Negative
3070,IPC701072,PC701,Copy issues,1,Medium,2017-03-19,2015-09-08,2017-03-22,E1,Tablet,Safari,True,COC701,Please refocus the message in the newsletter signup copy — we're pivoting tone to be more conversational.,2.0,52,1,Neutral
3071,IPC701073,PC701,Copy issues,0,Medium,2017-02-17,2015-09-08,2017-02-20,E1,Desktop,Chrome,True,COC701,Please optimize for SEO the Services overview paragraph — it should mention our core differentiator earlier.,5.0,31,1,Neutral
3072,IPC701074,PC701,Copy issues,0,Medium,2017-02-22,2015-09-08,2017-02-25,E1,Desktop,Mozilla,True,COC701,Please change wording in the Testimonials section intro — consider phrasing that implies urgency.,4.0,37,1,Neutral
3073,IPC701075,PC701,Copy issues,0,Medium,2017-11-28,2015-09-08,2017-11-30,E1,Tablet,Safari,True,COC701,Please align better with our brand voice in the ‘Contact Us’ headline — it should mention our core differentiator earlier.,5.0,40,1,Neutral
3074,IPC701076,PC701,Design issues,0,Medium,2017-01-29,2015-09-08,2017-01-30,E2,Desktop,Chrome,True,COC701,The layout of the blog cards [634] leads to visual fatigue.,2.0,20,1,Negative
3075,IPC701077,PC701,Copy issues,0,Medium,2017-06-25,2015-09-08,2017-06-26,E1,Desktop,Safari,True,COC701,Please rewrite for clarity the footer legal copy — current phrasing doesn't perform well in tests.,5.0,38,1,Negative
3076,IPC701078,PC701,Design issues,0,Urgent,2017-03-09,2015-09-08,2017-03-11,E2,Tablet,Chrome,True,COC701,The icons in the Features section lacks visual appeal.,5.0,55,1,Negative
3077,IPC701079,PC701,Copy issues,0,Medium,2017-12-16,2015-09-08,2017-12-17,E1,Desktop,Safari,True,COC701,Please refocus the message in the ‘Contact Us’ headline — mobile users are dropping off early on this section.,4.0,23,1,Negative
3078,IPC70108,PC701,Copy issues,0,Medium,2017-06-07,2015-09-08,2017-06-10,E1,Mobile,Edge,True,COC701,Please highlight user value in the About section intro — it currently duplicates info from another section.,4.0,43,1,Neutral
3079,IPC701080,PC701,Copy issues,0,Medium,2017-10-05,2015-09-08,2017-10-07,E1,Tablet,Safari,True,COC701,Please replace jargon in the form confirmation message — we want it to sound more personal and direct.,3.0,71,1,Neutral
3080,IPC701081,PC701,Design issues,0,Medium,2017-06-22,2015-09-08,2017-06-24,E2,Desktop,Safari,True,COC701,The spacing around section titles [657] makes the page feel too dense.,6.0,45,1,Negative
3081,IPC701082,PC701,Request change,0,Medium,2017-02-04,2015-09-08,2017-02-07,E2,Desktop,Mozilla,True,COC701,"We'd like to change the hover color of service cards, to better align with current brand priorities.",8.0,32,1,Neutral
3082,IPC701083,PC701,Request change,0,Medium,2017-11-11,2015-09-08,2017-11-14,E2,Desktop,Chrome,True,COC701,"We'd like to change the menu order on tablet, even if the old version was signed off.",4.0,46,1,Neutral
3083,IPC701084,PC701,Design issues,0,Medium,2017-09-22,2015-09-08,2017-09-24,E2,Desktop,Safari,True,COC701,The design of the loading animation overemphasizes less important elements.,1.0,63,1,Negative
3084,IPC701085,PC701,Copy issues,0,Medium,2017-11-25,2015-09-08,2017-11-27,E1,Desktop,Chrome,True,COC701,Please make shorter for mobile the Services overview paragraph — align this with what we say in the sales deck.,3.0,30,1,Neutral
